sequence,camera,subset,n_frames,frame_hash_scene,frame_hash_fusion,scene_prediction_hash_scene,scene_prediction_hash_fusion,grid_hash_scene,grid_hash_fusion,f_scene_scene,f_scene_fusion,same_frames,same_scene,same_grid,same_scene_nuisance,C3_flat_hand_reproduces_S0,only_hand_term_differs
p41-boxing-0021,brics-odroid-014_cam1,LOW16,16,c37543601e3c42af5700c5604882c4b39dd774045bec9653dff1de071a004c68,c37543601e3c42af5700c5604882c4b39dd774045bec9653dff1de071a004c68,27c47b609a8f92f8aafb256f9c7f515c172e36b7e1157ffcbff0cdd38dfe332a,27c47b609a8f92f8aafb256f9c7f515c172e36b7e1157ffcbff0cdd38dfe332a,19fdd88d7567b0e3d77fc898e7ade5d2125e35ba0dc23df63ec47eac51782316,19fdd88d7567b0e3d77fc898e7ade5d2125e35ba0dc23df63ec47eac51782316,845.1411437988281,845.1411437988281,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-014_cam1,LOW32,32,462243cb03edb055b8ead188c217f83c8fe54bd855c795e3d7a1247412d7d9dd,462243cb03edb055b8ead188c217f83c8fe54bd855c795e3d7a1247412d7d9dd,df6f94e0f26b77133046c95859628d259f31dab4d0a70ba64c01dd6ac3b57577,df6f94e0f26b77133046c95859628d259f31dab4d0a70ba64c01dd6ac3b57577,19fdd88d7567b0e3d77fc898e7ade5d2125e35ba0dc23df63ec47eac51782316,19fdd88d7567b0e3d77fc898e7ade5d2125e35ba0dc23df63ec47eac51782316,845.1411437988281,845.1411437988281,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-014_cam1,N16,16,8776e3635ec7d93b343e8c84c45dae8bcaf70f1df601f3b69251c4b3af7035ad,8776e3635ec7d93b343e8c84c45dae8bcaf70f1df601f3b69251c4b3af7035ad,4df99f33f46ae10d4385845bfc4d029eb04982a4ebe36bba17606788ebd53f81,4df99f33f46ae10d4385845bfc4d029eb04982a4ebe36bba17606788ebd53f81,19fdd88d7567b0e3d77fc898e7ade5d2125e35ba0dc23df63ec47eac51782316,19fdd88d7567b0e3d77fc898e7ade5d2125e35ba0dc23df63ec47eac51782316,844.0643005371094,844.0643005371094,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-014_cam1,N32,32,b51616572a357058839c66bc0ff5eecfa0a30b1a84389326bf3d3b2e84596bfb,b51616572a357058839c66bc0ff5eecfa0a30b1a84389326bf3d3b2e84596bfb,239cbf3674916146e8cf7c6ef5ff930077bbd7428048e3db39936d439242fa72,239cbf3674916146e8cf7c6ef5ff930077bbd7428048e3db39936d439242fa72,19fdd88d7567b0e3d77fc898e7ade5d2125e35ba0dc23df63ec47eac51782316,19fdd88d7567b0e3d77fc898e7ade5d2125e35ba0dc23df63ec47eac51782316,844.4090270996094,844.4090270996094,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-014_cam1,N8,8,8c51bc138d046136637c5de0a3064587e91bde75b812ecf921c342c0b5a8233a,8c51bc138d046136637c5de0a3064587e91bde75b812ecf921c342c0b5a8233a,61f3b8d5c768f1574dcd621028642e17e4ccbfc4e002bc104f2e78d53b90e3a5,61f3b8d5c768f1574dcd621028642e17e4ccbfc4e002bc104f2e78d53b90e3a5,19fdd88d7567b0e3d77fc898e7ade5d2125e35ba0dc23df63ec47eac51782316,19fdd88d7567b0e3d77fc898e7ade5d2125e35ba0dc23df63ec47eac51782316,842.968994140625,842.968994140625,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-015_cam0,ALL_COMMON,61,32cf1884dbfb5702feb4bc57d2748e8518822e468f477a78c50732094fae50d6,32cf1884dbfb5702feb4bc57d2748e8518822e468f477a78c50732094fae50d6,d9b0234943b0fcb39b9c43c365a7b3fe3ed753f41a042f33adc2ce91b84e99de,d9b0234943b0fcb39b9c43c365a7b3fe3ed753f41a042f33adc2ce91b84e99de,9ed5f741c13aa5be198a9f633276dc26f3099d99c21d083f43f060c3e99b5357,9ed5f741c13aa5be198a9f633276dc26f3099d99c21d083f43f060c3e99b5357,853.3829345703125,853.3829345703125,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-015_cam0,DIVERSE16,16,3278c6b0a7e09cff929fb1f463569b1f26cf73a5beae6d2b73ae181590d380c4,3278c6b0a7e09cff929fb1f463569b1f26cf73a5beae6d2b73ae181590d380c4,9d5b0d2f0fc3394541399bce39eb9306850479ce813233b332d8b28091588464,9d5b0d2f0fc3394541399bce39eb9306850479ce813233b332d8b28091588464,9ed5f741c13aa5be198a9f633276dc26f3099d99c21d083f43f060c3e99b5357,9ed5f741c13aa5be198a9f633276dc26f3099d99c21d083f43f060c3e99b5357,847.447998046875,847.447998046875,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-015_cam0,DIVERSE32,32,e0d66537734d815e609faaca96648c164d0cd7ac033532ed8cd630ed10c0fc6a,e0d66537734d815e609faaca96648c164d0cd7ac033532ed8cd630ed10c0fc6a,d8f14bd0f0df8095dba99814078229a126521ac8e683b22b78c049828736d056,d8f14bd0f0df8095dba99814078229a126521ac8e683b22b78c049828736d056,9ed5f741c13aa5be198a9f633276dc26f3099d99c21d083f43f060c3e99b5357,9ed5f741c13aa5be198a9f633276dc26f3099d99c21d083f43f060c3e99b5357,849.2393493652344,849.2393493652344,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-015_cam0,LOW16,16,31932f9b99319eb68d60ff8d3bc2460c3141c1f3ecf9332e929761e54bd8b157,31932f9b99319eb68d60ff8d3bc2460c3141c1f3ecf9332e929761e54bd8b157,26c4a0b185241dcd16e1bf0df7f6d461000f48fb1f458b26e77179e1dc93dce2,26c4a0b185241dcd16e1bf0df7f6d461000f48fb1f458b26e77179e1dc93dce2,9ed5f741c13aa5be198a9f633276dc26f3099d99c21d083f43f060c3e99b5357,9ed5f741c13aa5be198a9f633276dc26f3099d99c21d083f43f060c3e99b5357,854.7066955566406,854.7066955566406,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-015_cam0,LOW32,32,0c496b0a8ad9ead679aff47d29a36a8c1a3e876a6089273d213f107dd568db63,0c496b0a8ad9ead679aff47d29a36a8c1a3e876a6089273d213f107dd568db63,7d0b006eb8fecaa063e3fe509404d4a4c1ddc3ff6ba21f06310bf5de3093d5e3,7d0b006eb8fecaa063e3fe509404d4a4c1ddc3ff6ba21f06310bf5de3093d5e3,9ed5f741c13aa5be198a9f633276dc26f3099d99c21d083f43f060c3e99b5357,9ed5f741c13aa5be198a9f633276dc26f3099d99c21d083f43f060c3e99b5357,853.5804443359375,853.5804443359375,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-015_cam0,N16,16,3c1bbcd5f0980a720e65335ce02f264e0633693085a72f38aed13fb48511a3c4,3c1bbcd5f0980a720e65335ce02f264e0633693085a72f38aed13fb48511a3c4,05d4dac12d92ebe33bd97aa15ce4d4993dc95644700d08f7e6b94acb9f9e3b2e,05d4dac12d92ebe33bd97aa15ce4d4993dc95644700d08f7e6b94acb9f9e3b2e,9ed5f741c13aa5be198a9f633276dc26f3099d99c21d083f43f060c3e99b5357,9ed5f741c13aa5be198a9f633276dc26f3099d99c21d083f43f060c3e99b5357,855.6623840332031,855.6623840332031,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-015_cam0,N32,32,aa511b3aad462afeac527af4d73291658822b2c7ecd0d291f2655d1be06fcb7b,aa511b3aad462afeac527af4d73291658822b2c7ecd0d291f2655d1be06fcb7b,faed0367ff90283c52ce58cb84b429f544609b457c7f4c7e52cc88536a278177,faed0367ff90283c52ce58cb84b429f544609b457c7f4c7e52cc88536a278177,9ed5f741c13aa5be198a9f633276dc26f3099d99c21d083f43f060c3e99b5357,9ed5f741c13aa5be198a9f633276dc26f3099d99c21d083f43f060c3e99b5357,853.6705017089844,853.6705017089844,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-015_cam0,N8,8,29006669701fb52c6f53d49ca9825f4b0228c8618a1d3723baa65a0a967e942c,29006669701fb52c6f53d49ca9825f4b0228c8618a1d3723baa65a0a967e942c,d04117455279f0baf01f3a8300934c36f0ce1854035da89baa2bc08dbef0956c,d04117455279f0baf01f3a8300934c36f0ce1854035da89baa2bc08dbef0956c,9ed5f741c13aa5be198a9f633276dc26f3099d99c21d083f43f060c3e99b5357,9ed5f741c13aa5be198a9f633276dc26f3099d99c21d083f43f060c3e99b5357,853.6705017089844,853.6705017089844,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-015_cam1,ALL_COMMON,58,c26bd5577a39ce102ec8cfa416505d46f990b929da59e3c4f1633491f57bfe7e,c26bd5577a39ce102ec8cfa416505d46f990b929da59e3c4f1633491f57bfe7e,f650b273c773a787ed2fd215142f761c1759adfeafb50bd9c23328e75db5016e,f650b273c773a787ed2fd215142f761c1759adfeafb50bd9c23328e75db5016e,90abf785dee565969e12629ca8acd530efda9f260d65798b6eb1ee3223659b94,90abf785dee565969e12629ca8acd530efda9f260d65798b6eb1ee3223659b94,831.7035827636719,831.7035827636719,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-015_cam1,DIVERSE16,16,147ec9e4fdc6ee49712345137bcc28443797abda03f38372b90a26105e3908eb,147ec9e4fdc6ee49712345137bcc28443797abda03f38372b90a26105e3908eb,540c6051d09dd783e75dc1e4ba141feb48c98450cdc583cf1b80e5bc9a2a5ea9,540c6051d09dd783e75dc1e4ba141feb48c98450cdc583cf1b80e5bc9a2a5ea9,90abf785dee565969e12629ca8acd530efda9f260d65798b6eb1ee3223659b94,90abf785dee565969e12629ca8acd530efda9f260d65798b6eb1ee3223659b94,832.9655151367188,832.9655151367188,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-015_cam1,DIVERSE32,32,7b242f34c9e6b4fea5f3c3df52508cc9fc1d56670e110cf426a800bf629c2aba,7b242f34c9e6b4fea5f3c3df52508cc9fc1d56670e110cf426a800bf629c2aba,38e13084d5cd39ffe2dad64c3af6cc546bdbb6c96973f03e1fcc1ab190c52ef8,38e13084d5cd39ffe2dad64c3af6cc546bdbb6c96973f03e1fcc1ab190c52ef8,90abf785dee565969e12629ca8acd530efda9f260d65798b6eb1ee3223659b94,90abf785dee565969e12629ca8acd530efda9f260d65798b6eb1ee3223659b94,831.9119262695312,831.9119262695312,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-015_cam1,LOW16,16,b27d796a37a1b9294234457d434692eee5dc7f61178b8d61102b9d40380b72e4,b27d796a37a1b9294234457d434692eee5dc7f61178b8d61102b9d40380b72e4,c3b1ecc14689a4e4bf4636526ab541861e78411ae8410f51c296dcf81af1e46f,c3b1ecc14689a4e4bf4636526ab541861e78411ae8410f51c296dcf81af1e46f,90abf785dee565969e12629ca8acd530efda9f260d65798b6eb1ee3223659b94,90abf785dee565969e12629ca8acd530efda9f260d65798b6eb1ee3223659b94,832.7288513183594,832.7288513183594,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-015_cam1,LOW32,32,6902cf72cd85dcd5ecde61fb865d82280a654d10c6e34f5d14ffec414d22ad07,6902cf72cd85dcd5ecde61fb865d82280a654d10c6e34f5d14ffec414d22ad07,3e5b64684d98ef5d8e03d60703a558255fc91b794d583debca37eceefb7658f0,3e5b64684d98ef5d8e03d60703a558255fc91b794d583debca37eceefb7658f0,90abf785dee565969e12629ca8acd530efda9f260d65798b6eb1ee3223659b94,90abf785dee565969e12629ca8acd530efda9f260d65798b6eb1ee3223659b94,831.3980407714844,831.3980407714844,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-015_cam1,N16,16,823144a596c3a8e5dabe465ab56fc008f778c94cf1eb701a43734d0a625e8b41,823144a596c3a8e5dabe465ab56fc008f778c94cf1eb701a43734d0a625e8b41,8fb770077c6e5ca1b0989abc04819617ee9084b48052e2d56f4f9b624bfb7094,8fb770077c6e5ca1b0989abc04819617ee9084b48052e2d56f4f9b624bfb7094,90abf785dee565969e12629ca8acd530efda9f260d65798b6eb1ee3223659b94,90abf785dee565969e12629ca8acd530efda9f260d65798b6eb1ee3223659b94,835.4609069824219,835.4609069824219,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-015_cam1,N32,32,546971b8259e9be65579ae6d6bb255080e4b38d8058428bdcfcd4a90f05b56e6,546971b8259e9be65579ae6d6bb255080e4b38d8058428bdcfcd4a90f05b56e6,9922ebe85206cefcece41da7af5baecb5af137de8a0e2b93a3b6857a52d61cb3,9922ebe85206cefcece41da7af5baecb5af137de8a0e2b93a3b6857a52d61cb3,90abf785dee565969e12629ca8acd530efda9f260d65798b6eb1ee3223659b94,90abf785dee565969e12629ca8acd530efda9f260d65798b6eb1ee3223659b94,832.7288513183594,832.7288513183594,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-015_cam1,N8,8,88da8f5a435634140218cfa6b0487ce63fbfec79905f0b34b54de476360719bb,88da8f5a435634140218cfa6b0487ce63fbfec79905f0b34b54de476360719bb,e2f9ec0eb637caf5a50f44e870831797b3842a61ddf4a8a22aa8665ac693b45e,e2f9ec0eb637caf5a50f44e870831797b3842a61ddf4a8a22aa8665ac693b45e,90abf785dee565969e12629ca8acd530efda9f260d65798b6eb1ee3223659b94,90abf785dee565969e12629ca8acd530efda9f260d65798b6eb1ee3223659b94,836.3186645507812,836.3186645507812,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-016_cam0,ALL_COMMON,51,9f7dcf07cdc5dae513d9d25adb12078a68a0df918619632701dffef7f02d685e,9f7dcf07cdc5dae513d9d25adb12078a68a0df918619632701dffef7f02d685e,f06b89720d9599b74ac93f9c44238c0168592481446d3b4b72a957988cf95aee,f06b89720d9599b74ac93f9c44238c0168592481446d3b4b72a957988cf95aee,ecf3507b244b668a70b6ac8f65885eb2cc4fb88a3dde0867895716cbde16337b,ecf3507b244b668a70b6ac8f65885eb2cc4fb88a3dde0867895716cbde16337b,923.7862548828125,923.7862548828125,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-016_cam0,DIVERSE16,16,cfbe398a2c14cc8568fd29e4d591e0806e6c7048e809222e823c272b995259e1,cfbe398a2c14cc8568fd29e4d591e0806e6c7048e809222e823c272b995259e1,6a26bf0f18fd5ea0bb1076cc346770f737d0351a288cc4e6da6e63416b3dd3c8,6a26bf0f18fd5ea0bb1076cc346770f737d0351a288cc4e6da6e63416b3dd3c8,ecf3507b244b668a70b6ac8f65885eb2cc4fb88a3dde0867895716cbde16337b,ecf3507b244b668a70b6ac8f65885eb2cc4fb88a3dde0867895716cbde16337b,918.6494445800781,918.6494445800781,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-016_cam0,DIVERSE32,32,5a56031ed6ead87dbbe0c19a4c3f0f5b61e6a850e62cbe60ccc3ef94e538b720,5a56031ed6ead87dbbe0c19a4c3f0f5b61e6a850e62cbe60ccc3ef94e538b720,60cf52c37859bcbfd4d31a8a824f2366f28e476247b6ede0b71db4f7160a75a6,60cf52c37859bcbfd4d31a8a824f2366f28e476247b6ede0b71db4f7160a75a6,ecf3507b244b668a70b6ac8f65885eb2cc4fb88a3dde0867895716cbde16337b,ecf3507b244b668a70b6ac8f65885eb2cc4fb88a3dde0867895716cbde16337b,919.3125915527344,919.3125915527344,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-016_cam0,LOW16,16,66aefd1fbf501f0060d6df9b5777b13732c6d12afc622df5670d112c8857332e,66aefd1fbf501f0060d6df9b5777b13732c6d12afc622df5670d112c8857332e,1cb0e5358d009b5e7b06d414398c9a8d53cb88f35bb8e40e80e52c1a99c813ba,1cb0e5358d009b5e7b06d414398c9a8d53cb88f35bb8e40e80e52c1a99c813ba,ecf3507b244b668a70b6ac8f65885eb2cc4fb88a3dde0867895716cbde16337b,ecf3507b244b668a70b6ac8f65885eb2cc4fb88a3dde0867895716cbde16337b,929.6345825195312,929.6345825195312,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-016_cam0,LOW32,32,c7f605164e36b2f5d8788173443ade3393697ab9eb06baef05b977cadd00b609,c7f605164e36b2f5d8788173443ade3393697ab9eb06baef05b977cadd00b609,22d78e2a63606ef72306bd20075dddb8c8a76d7e59d1a0b1bf2961998f0bfb85,22d78e2a63606ef72306bd20075dddb8c8a76d7e59d1a0b1bf2961998f0bfb85,ecf3507b244b668a70b6ac8f65885eb2cc4fb88a3dde0867895716cbde16337b,ecf3507b244b668a70b6ac8f65885eb2cc4fb88a3dde0867895716cbde16337b,927.3109741210938,927.3109741210938,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-016_cam0,N16,16,90eceb76e1996a3b2c5642c34c875642889d7f88836b2c48f11f4471634be172,90eceb76e1996a3b2c5642c34c875642889d7f88836b2c48f11f4471634be172,6658785c670e3544d0106c125e873deae1e8cc688138ec3488164133ffb4271e,6658785c670e3544d0106c125e873deae1e8cc688138ec3488164133ffb4271e,ecf3507b244b668a70b6ac8f65885eb2cc4fb88a3dde0867895716cbde16337b,ecf3507b244b668a70b6ac8f65885eb2cc4fb88a3dde0867895716cbde16337b,921.6268920898438,921.6268920898438,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-016_cam0,N32,32,5f48be4329d9cfee9bdd47afd74ef2d700c25d782f7d68c1ed119a2a3e466e33,5f48be4329d9cfee9bdd47afd74ef2d700c25d782f7d68c1ed119a2a3e466e33,61bcfbdde1c4855b42686b91181bf2725fe175034e6f593b212199df44e94fbb,61bcfbdde1c4855b42686b91181bf2725fe175034e6f593b212199df44e94fbb,ecf3507b244b668a70b6ac8f65885eb2cc4fb88a3dde0867895716cbde16337b,ecf3507b244b668a70b6ac8f65885eb2cc4fb88a3dde0867895716cbde16337b,923.7007751464844,923.7007751464844,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-016_cam0,N8,8,ab82225ce2d0c820e28894818cf62b22ebaab82635e83d8f4f44cdf8a0fae64a,ab82225ce2d0c820e28894818cf62b22ebaab82635e83d8f4f44cdf8a0fae64a,f92ab109720195d699b80869afa5ef7953398382d5c3378d298567751038ae35,f92ab109720195d699b80869afa5ef7953398382d5c3378d298567751038ae35,ecf3507b244b668a70b6ac8f65885eb2cc4fb88a3dde0867895716cbde16337b,ecf3507b244b668a70b6ac8f65885eb2cc4fb88a3dde0867895716cbde16337b,921.6268920898438,921.6268920898438,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-017_cam0,ALL_COMMON,41,651eb621012c32ef1c5683b8fb8f4a8b0a7a790e72ecdeced9b283d3a2e9cb5c,651eb621012c32ef1c5683b8fb8f4a8b0a7a790e72ecdeced9b283d3a2e9cb5c,6316acd99607218db6a2a1cc53a95201c0e2e03498844730e8826b5ddf6756da,6316acd99607218db6a2a1cc53a95201c0e2e03498844730e8826b5ddf6756da,960b2d2192591b835e4f2b28d965ad55d9b0b9a90b8ecf9a7aaf6e10a9647c38,960b2d2192591b835e4f2b28d965ad55d9b0b9a90b8ecf9a7aaf6e10a9647c38,855.9795532226562,855.9795532226562,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-017_cam0,DIVERSE16,16,2652c043e4732bb3af97f2028850e3f05544679fd8149ae8662933b53800f11f,2652c043e4732bb3af97f2028850e3f05544679fd8149ae8662933b53800f11f,568e6e70054296c86d63c66fc1a944da58c7988d41c2649a0e385a5a20e65086,568e6e70054296c86d63c66fc1a944da58c7988d41c2649a0e385a5a20e65086,960b2d2192591b835e4f2b28d965ad55d9b0b9a90b8ecf9a7aaf6e10a9647c38,960b2d2192591b835e4f2b28d965ad55d9b0b9a90b8ecf9a7aaf6e10a9647c38,862.6344299316406,862.6344299316406,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-017_cam0,DIVERSE32,32,8a51254008dafa7e755cfc1b1d412a2068d002db03b87f45fc0f0e7847efd580,8a51254008dafa7e755cfc1b1d412a2068d002db03b87f45fc0f0e7847efd580,d1102ba44dd836e59366c7fad27c14e4a0712418c5b3f0396945bd1bf4079f29,d1102ba44dd836e59366c7fad27c14e4a0712418c5b3f0396945bd1bf4079f29,960b2d2192591b835e4f2b28d965ad55d9b0b9a90b8ecf9a7aaf6e10a9647c38,960b2d2192591b835e4f2b28d965ad55d9b0b9a90b8ecf9a7aaf6e10a9647c38,857.3538513183594,857.3538513183594,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-017_cam0,LOW16,16,325d4e3fc508a54fe8e0cdbc7100d3af30cb9698169134f5ed8485d7f00a133e,325d4e3fc508a54fe8e0cdbc7100d3af30cb9698169134f5ed8485d7f00a133e,edd2892518dd090c93a362706d59d81325ac18cbebee76d9fe4eeb76fadc61c1,edd2892518dd090c93a362706d59d81325ac18cbebee76d9fe4eeb76fadc61c1,960b2d2192591b835e4f2b28d965ad55d9b0b9a90b8ecf9a7aaf6e10a9647c38,960b2d2192591b835e4f2b28d965ad55d9b0b9a90b8ecf9a7aaf6e10a9647c38,852.7783813476562,852.7783813476562,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-017_cam0,LOW32,32,8f5c428bcdcc8afadfdc6666d8fa77a60b0d03e3869c0623606faaed8224c6a7,8f5c428bcdcc8afadfdc6666d8fa77a60b0d03e3869c0623606faaed8224c6a7,f8a4d37c768f26c2cb1dcc6b56b7f8a2df3a3fee27b545bd243de6e577012558,f8a4d37c768f26c2cb1dcc6b56b7f8a2df3a3fee27b545bd243de6e577012558,960b2d2192591b835e4f2b28d965ad55d9b0b9a90b8ecf9a7aaf6e10a9647c38,960b2d2192591b835e4f2b28d965ad55d9b0b9a90b8ecf9a7aaf6e10a9647c38,854.3045654296875,854.3045654296875,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-017_cam0,N16,16,478bcde69cb89e770c448bc5bd7af071e70e3e434d4e386e0e821152532986da,478bcde69cb89e770c448bc5bd7af071e70e3e434d4e386e0e821152532986da,64bd8bca9a523ea54a6b09ee9fa72b9d8454e045949eda659303bde7bc4adaf8,64bd8bca9a523ea54a6b09ee9fa72b9d8454e045949eda659303bde7bc4adaf8,960b2d2192591b835e4f2b28d965ad55d9b0b9a90b8ecf9a7aaf6e10a9647c38,960b2d2192591b835e4f2b28d965ad55d9b0b9a90b8ecf9a7aaf6e10a9647c38,856.4100952148438,856.4100952148438,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-017_cam0,N32,32,5e47d4ef4b848eb751de0dab322a49af5776cb406196bb99fc075301a2df8ba5,5e47d4ef4b848eb751de0dab322a49af5776cb406196bb99fc075301a2df8ba5,1ecefd4957b0912f39aa339aaf66b96cab4503bc2e586cf384fe8f8bcd8873b5,1ecefd4957b0912f39aa339aaf66b96cab4503bc2e586cf384fe8f8bcd8873b5,960b2d2192591b835e4f2b28d965ad55d9b0b9a90b8ecf9a7aaf6e10a9647c38,960b2d2192591b835e4f2b28d965ad55d9b0b9a90b8ecf9a7aaf6e10a9647c38,854.6781921386719,854.6781921386719,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-017_cam0,N8,8,59ab12f67a673fa7856ffe6ad5246b5b501b63b386aa4c5543c73178a0fc4f06,59ab12f67a673fa7856ffe6ad5246b5b501b63b386aa4c5543c73178a0fc4f06,376a59661ce35de36f3c65e8ba26ce50c49b6ac437ee9df5e382968ac11ef92e,376a59661ce35de36f3c65e8ba26ce50c49b6ac437ee9df5e382968ac11ef92e,960b2d2192591b835e4f2b28d965ad55d9b0b9a90b8ecf9a7aaf6e10a9647c38,960b2d2192591b835e4f2b28d965ad55d9b0b9a90b8ecf9a7aaf6e10a9647c38,858.5087280273438,858.5087280273438,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-017_cam1,ALL_COMMON,58,03a7e330d6f93a8cfcfbf41e2519cc5fea5ef829ba914c8053c643651b3d7165,03a7e330d6f93a8cfcfbf41e2519cc5fea5ef829ba914c8053c643651b3d7165,f0947015c44120a9c001f64f208548b0664df94065e0e2bae9165a10c94a91d5,f0947015c44120a9c001f64f208548b0664df94065e0e2bae9165a10c94a91d5,1591216214fc8af90831ef3fef0102cbf35b2a9235625ef94af97c433a883a22,1591216214fc8af90831ef3fef0102cbf35b2a9235625ef94af97c433a883a22,888.3526916503906,888.3526916503906,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-017_cam1,DIVERSE16,16,675d23a5ab1159b69bd2f0fd9765951aa01814cfd9703e005bb9c5671c08c801,675d23a5ab1159b69bd2f0fd9765951aa01814cfd9703e005bb9c5671c08c801,b0dc685fc11c41eaf87ecfc4aa209e647828d4e59aa708685a6cfb3ddc40cd3b,b0dc685fc11c41eaf87ecfc4aa209e647828d4e59aa708685a6cfb3ddc40cd3b,1591216214fc8af90831ef3fef0102cbf35b2a9235625ef94af97c433a883a22,1591216214fc8af90831ef3fef0102cbf35b2a9235625ef94af97c433a883a22,870.8375549316406,870.8375549316406,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-017_cam1,DIVERSE32,32,3ba788a4439792c147fce3591aef5c8247a92afba5191dfe65284b1f13ac73d1,3ba788a4439792c147fce3591aef5c8247a92afba5191dfe65284b1f13ac73d1,5d88fba5db2fbd0a0cb2a9506241e51a09c26e7e533432755dfb42c78c4d0835,5d88fba5db2fbd0a0cb2a9506241e51a09c26e7e533432755dfb42c78c4d0835,1591216214fc8af90831ef3fef0102cbf35b2a9235625ef94af97c433a883a22,1591216214fc8af90831ef3fef0102cbf35b2a9235625ef94af97c433a883a22,880.9165649414062,880.9165649414062,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-017_cam1,LOW16,16,af73aec891af2ca2b4bb9ae4c5bff5555ddc35d14f6ddb768b67383415d68e98,af73aec891af2ca2b4bb9ae4c5bff5555ddc35d14f6ddb768b67383415d68e98,3156c0988ea7b319d2b3df90e4b75d1f1ecfc55be41ad6653112f51c4f7c868d,3156c0988ea7b319d2b3df90e4b75d1f1ecfc55be41ad6653112f51c4f7c868d,1591216214fc8af90831ef3fef0102cbf35b2a9235625ef94af97c433a883a22,1591216214fc8af90831ef3fef0102cbf35b2a9235625ef94af97c433a883a22,892.7137756347656,892.7137756347656,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-017_cam1,LOW32,32,c8d501e032eec7327665d332243bb5e8b28c392756bb2a053884021c1f2a557e,c8d501e032eec7327665d332243bb5e8b28c392756bb2a053884021c1f2a557e,fec685643f5fd96d9eadd41b1b89220ed878633f5465d202adea3bb0de6bcb0f,fec685643f5fd96d9eadd41b1b89220ed878633f5465d202adea3bb0de6bcb0f,1591216214fc8af90831ef3fef0102cbf35b2a9235625ef94af97c433a883a22,1591216214fc8af90831ef3fef0102cbf35b2a9235625ef94af97c433a883a22,891.1349487304688,891.1349487304688,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-017_cam1,N16,16,507f5d1eafae5b854aad439b87b3673c5126d201a6c30658e8bf3ec0ab8c320e,507f5d1eafae5b854aad439b87b3673c5126d201a6c30658e8bf3ec0ab8c320e,3ed2a0456c19b2f88b2c77111e951b7cd404721fe4b869e106d46a608520b533,3ed2a0456c19b2f88b2c77111e951b7cd404721fe4b869e106d46a608520b533,1591216214fc8af90831ef3fef0102cbf35b2a9235625ef94af97c433a883a22,1591216214fc8af90831ef3fef0102cbf35b2a9235625ef94af97c433a883a22,886.656494140625,886.656494140625,1,1,1,1,1,1
p41-boxing-0021,brics-odroid-017_cam1,N32,32,36d1e7a28dfa4152dc3c2655c6457b37575b435836d02c3c248a6dd923c5e2ea,36d1e7a28dfa4152dc3c2655c6457b37575b435836d02c3c248a6dd923c5e2ea,587567846454f97c1e3c3e2972a6edb6139eeb91bc74126d0db35ea2aa382e9f,587567846454f97c1e3c3e2972a6edb6139eeb91bc74126d0db35ea2aa382e9f,1591216214fc8af90831ef3fef0102cbf35b2a9235625ef94af97c433a883a22,1591216214fc8af90831ef3fef0102cbf35b2a9235625ef94af97c433a883a22,884.8513488769531,884.8513488769531,1,1,1,1,1,1
