source,sequence,camera,n_frames,gt_fx_value,gt_fx_max_abs_spread,gt_fy_value,gt_fy_max_abs_spread,gt_cx_value,gt_cx_max_abs_spread,gt_cy_value,gt_cy_max_abs_spread,gt_k1_value,gt_k1_max_abs_spread,gt_k2_value,gt_k2_max_abs_spread,gt_p1_value,gt_p1_max_abs_spread,gt_p2_value,gt_p2_max_abs_spread,all_constant,usable_for_camera_benchmark,hand_pass_strict_rate
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-024_cam0,8,931.895264,0.0,932.323914,0.0,640.019531,0.0,325.425038,0.0,-0.40192211,0.0,0.15303534,0.0,0.00049358,0.0,-0.0067803,0.0,1,1,0.6982
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-024_cam1,8,951.805908,0.0,953.156982,0.0,613.412094,0.0,391.80542,0.0,-0.41603488,0.0,0.17563447,0.0,-0.00096467,0.0,-0.00038769,0.0,1,1,0.8757
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-025_cam0,8,913.867126,0.0,917.397278,0.0,666.679382,0.0,326.531503,0.0,-0.38801902,0.0,0.13478152,0.0,-0.00026762,0.0,-0.00209434,0.0,1,1,0.4142
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-025_cam1,8,879.872681,0.0,881.904236,0.0,611.241531,0.0,336.829855,0.0,-0.38321722,0.0,0.1273091,0.0,0.00104628,0.0,0.00404573,0.0,1,1,0.8757
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-026_cam0,8,921.928467,0.0,922.334656,0.0,667.885284,0.0,340.858576,0.0,-0.40420266,0.0,0.14635606,0.0,0.0006246,0.0,-0.00022381,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-026_cam1,8,927.79425,0.0,927.593567,0.0,623.895149,0.0,326.85663,0.0,-0.39974766,0.0,0.14110587,0.0,0.00072701,0.0,-0.00107034,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-027_cam0,8,917.449829,0.0,915.154297,0.0,635.196342,0.0,370.849857,0.0,-0.37323786,0.0,0.11656371,0.0,9.806e-05,0.0,0.00271819,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-027_cam1,8,919.998901,0.0,919.325378,0.0,637.592964,0.0,348.4815,0.0,-0.40110252,0.0,0.1418183,0.0,-0.00017908,0.0,0.00048255,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-028_cam0,8,919.052307,0.0,921.255188,0.0,634.152336,0.0,352.472799,0.0,-0.37556498,0.0,0.11625548,0.0,-0.00079728,0.0,0.00061838,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-029_cam0,8,907.913086,0.0,904.23053,0.0,653.291168,0.0,335.683415,0.0,-0.39497456,0.0,0.12665019,0.0,-0.00163619,0.0,-0.00355672,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-029_cam1,8,905.857727,0.0,907.623169,0.0,664.378281,0.0,322.855825,0.0,-0.39605668,0.0,0.13283155,0.0,-0.00143961,0.0,-0.00280935,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-030_cam0,8,930.997131,0.0,934.339355,0.0,637.934875,0.0,303.9714,0.0,-0.42760921,0.0,0.18802711,0.0,0.00180445,0.0,0.00127122,0.0,1,1,0.0
cam_exp_003_frames_manifest,p41-plant-0004,brics-odroid-030_cam1,8,907.045105,0.0,909.633789,0.0,643.799133,0.0,359.604514,0.0,-0.38265797,0.0,0.12334831,0.0,0.00028467,0.0,-0.00289731,0.0,1,1,0.0
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-001_cam0,8,931.966675,0.0,935.182617,0.0,670.530777,0.0,380.86514,0.0,-0.36592644,0.0,0.1085518,0.0,0.00169903,0.0,-0.00113856,0.0,1,1,0.0
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-001_cam1,8,970.607117,0.0,970.944214,0.0,610.042496,0.0,378.579855,0.0,-0.34783297,0.0,0.09359925,0.0,-0.00451067,0.0,-0.00036358,0.0,1,1,0.003
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-002_cam0,8,885.953552,0.0,882.357178,0.0,679.026031,0.0,350.505366,0.0,-0.38300789,0.0,0.11427608,0.0,-0.00254051,0.0,-0.00586421,0.0,1,1,0.2085
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-006_cam0,8,899.016907,0.0,896.361938,0.0,587.855949,0.0,380.487742,0.0,-0.44366081,0.0,0.23858235,0.0,-0.00364148,0.0,0.007396,0.0,1,1,0.4018
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-007_cam0,8,932.032104,0.0,931.659546,0.0,675.940018,0.0,387.747173,0.0,-0.37756106,0.0,0.11884224,0.0,-0.00473292,0.0,-0.00247567,0.0,1,1,0.1118
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-007_cam1,8,932.874512,0.0,939.594849,0.0,668.42308,0.0,377.464957,0.0,-0.37202087,0.0,0.1151553,0.0,-0.00176883,0.0,-0.00607659,0.0,1,1,0.1541
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-008_cam0,8,941.907043,0.0,946.549805,0.0,692.728958,0.0,373.290324,0.0,-0.37373882,0.0,0.11340982,0.0,0.00259417,0.0,-0.00456863,0.0,1,1,0.0181
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-009_cam1,8,959.593506,0.0,954.74469,0.0,651.148529,0.0,308.371704,0.0,-0.40015767,0.0,0.13642877,0.0,0.00028822,0.0,-0.00529233,0.0,1,1,0.0332
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-010_cam0,8,933.87085,0.0,929.366333,0.0,641.865005,0.0,326.276093,0.0,-0.39804167,0.0,0.14023743,0.0,-0.00121824,0.0,-0.00117301,0.0,1,1,0.0332
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-010_cam1,8,824.945007,0.0,828.935181,0.0,708.617706,0.0,369.675565,0.0,-0.34436958,0.0,0.09829599,0.0,-0.00575098,0.0,-0.00769406,0.0,1,1,0.0
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-011_cam0,8,938.384766,0.0,938.859619,0.0,624.105949,0.0,350.564032,0.0,-0.36672687,0.0,0.12155093,0.0,-0.00135855,0.0,-0.00832032,0.0,1,1,0.2628
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-012_cam0,8,953.767944,0.0,955.670837,0.0,650.066681,0.0,343.189759,0.0,-0.38887699,0.0,0.13725638,0.0,-0.00211156,0.0,-0.00212118,0.0,1,1,0.5227
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-012_cam1,8,911.326538,0.0,914.921265,0.0,616.606216,0.0,365.730658,0.0,-0.37790703,0.0,0.12175934,0.0,0.00160527,0.0,0.00186704,0.0,1,1,0.4381
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-014_cam1,8,940.467224,0.0,940.346802,0.0,653.676529,0.0,337.058401,0.0,-0.40650856,0.0,0.14993918,0.0,0.0004189,0.0,-0.00198421,0.0,1,1,0.0
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-015_cam0,8,922.734314,0.0,922.703857,0.0,633.542595,0.0,355.824337,0.0,-0.40197155,0.0,0.14145718,0.0,-0.00281808,0.0,1.276e-05,0.0,1,1,0.0
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-015_cam1,8,941.986267,0.0,941.718445,0.0,674.723969,0.0,354.00022,0.0,-0.39752942,0.0,0.15721707,0.0,0.00379361,0.0,-0.00696293,0.0,1,1,0.0
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-016_cam0,8,986.61853,0.0,991.312439,0.0,670.719223,0.0,337.477212,0.0,-0.34097889,0.0,0.02725756,0.0,-0.01327931,0.0,-0.00154687,0.0,1,1,0.4653
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-017_cam0,8,917.866882,0.0,918.128906,0.0,620.876694,0.0,409.426589,0.0,-0.40561459,0.0,0.15702868,0.0,-0.00558623,0.0,0.00248762,0.0,1,1,0.2508
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-017_cam1,8,931.661072,0.0,929.88916,0.0,618.250656,0.0,367.629533,0.0,-0.38540757,0.0,0.12784067,0.0,-0.00735004,0.0,0.00111202,0.0,1,1,0.1631
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-019_cam1,8,958.992859,0.0,956.706787,0.0,637.664375,0.0,345.320292,0.0,-0.39368098,0.0,0.14875168,0.0,-0.00111885,0.0,0.00757362,0.0,1,1,0.003
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-020_cam0,8,931.864014,0.0,929.735657,0.0,681.053925,0.0,287.297244,0.0,-0.3922581,0.0,0.12449878,0.0,0.00157825,0.0,-0.00357018,0.0,1,1,0.0302
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-020_cam1,8,945.561951,0.0,944.921021,0.0,650.430756,0.0,333.803766,0.0,-0.42044042,0.0,0.18235376,0.0,0.00168226,0.0,-0.00235592,0.0,1,1,0.0695
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-021_cam0,8,920.005005,0.0,920.733154,0.0,628.640366,0.0,334.26281,0.0,-0.38810522,0.0,0.12790677,0.0,-0.00324267,0.0,0.00157537,0.0,1,1,0.5045
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-021_cam1,8,920.716309,0.0,923.446106,0.0,640.891266,0.0,376.282296,0.0,-0.38112833,0.0,0.12143043,0.0,-0.00071781,0.0,0.00150434,0.0,1,1,0.4713
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-022_cam0,8,909.549255,0.0,912.89093,0.0,656.191635,0.0,311.499202,0.0,-0.36872377,0.0,0.11723791,0.0,-0.00022214,0.0,-0.00552742,0.0,1,1,0.0121
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-022_cam1,8,900.313538,0.0,903.812805,0.0,656.400452,0.0,353.423438,0.0,-0.37039255,0.0,0.10612644,0.0,0.0022406,0.0,-0.00317081,0.0,1,1,0.4441
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-023_cam0,8,901.922424,0.0,881.418213,0.0,655.831757,0.0,295.05945,0.0,-0.35413578,0.0,0.10346331,0.0,0.0065473,0.0,0.00495337,0.0,1,1,0.0181
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-024_cam0,8,892.527466,0.0,891.990479,0.0,628.425484,0.0,315.037293,0.0,-0.37326649,0.0,0.11558613,0.0,0.00129066,0.0,-0.00201497,0.0,1,1,0.4562
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-024_cam1,8,920.34082,0.0,924.031006,0.0,642.758179,0.0,368.722672,0.0,-0.36658159,0.0,0.11108652,0.0,0.00059403,0.0,-0.00280006,0.0,1,1,0.4441
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-025_cam0,8,903.565063,0.0,908.693298,0.0,600.855789,0.0,321.664946,0.0,-0.39218404,0.0,0.13319246,0.0,-4.5e-05,0.0,0.00565083,0.0,1,1,0.2598
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-025_cam1,8,894.818848,0.0,895.231995,0.0,631.515999,0.0,359.03168,0.0,-0.3806006,0.0,0.11402958,0.0,-0.00320376,0.0,-0.00046348,0.0,1,1,0.6375
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-026_cam0,8,895.203247,0.0,899.180115,0.0,631.791916,0.0,356.108007,0.0,-0.39527403,0.0,0.14466026,0.0,-0.00296883,0.0,0.00277476,0.0,1,1,0.0
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-026_cam1,8,935.543335,0.0,939.685303,0.0,660.673981,0.0,326.14799,0.0,-0.39437325,0.0,0.14594573,0.0,0.00432919,0.0,-0.0048987,0.0,1,1,0.0332
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-027_cam0,8,920.350464,0.0,917.961182,0.0,666.950836,0.0,398.918338,0.0,-0.38287644,0.0,0.11221163,0.0,-0.00342027,0.0,-0.00467844,0.0,1,1,0.0
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-027_cam1,8,919.945618,0.0,924.716309,0.0,654.232407,0.0,355.777795,0.0,-0.39551138,0.0,0.13581293,0.0,-0.00187228,0.0,-0.00088999,0.0,1,1,0.0
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-028_cam0,8,857.6828,0.0,859.202393,0.0,725.729752,0.0,366.501546,0.0,-0.27766916,0.0,0.09710646,0.0,-0.01118035,0.0,-0.03040445,0.0,1,1,0.0
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-029_cam0,8,919.495972,0.0,921.859436,0.0,649.765778,0.0,352.960446,0.0,-0.39259027,0.0,0.12765812,0.0,-0.00299888,0.0,-0.00314462,0.0,1,1,0.0
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-029_cam1,8,927.140747,0.0,927.034119,0.0,624.151802,0.0,334.709988,0.0,-0.39690968,0.0,0.14386918,0.0,-0.00423115,0.0,0.00284925,0.0,1,1,0.0181
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-030_cam0,8,945.355957,0.0,956.497559,0.0,663.695526,0.0,298.351572,0.0,-0.44166343,0.0,0.20826132,0.0,0.00577802,0.0,-0.00305319,0.0,1,1,0.0544
cam_exp_003_frames_manifest,p44-dog-0004,brics-odroid-030_cam1,8,916.521545,0.0,929.884949,0.0,646.147614,0.0,320.082314,0.0,-0.3651881,0.0,0.11100286,0.0,0.0027811,0.0,-0.00431667,0.0,1,1,0.0
cam_exp_003_frames_manifest,p52-instrument-0034,brics-odroid-002_cam0,8,931.786255,0.0,924.366882,0.0,655.871658,0.0,293.960946,0.0,-0.4171844,0.0,0.1565119,0.0,0.00384773,0.0,-0.00394309,0.0,1,1,0.8571
cam_exp_003_frames_manifest,p52-instrument-0034,brics-odroid-007_cam0,8,919.000183,0.0,911.909363,0.0,645.091553,0.0,348.02767,0.0,-0.39109073,0.0,0.12420228,0.0,0.0045401,0.0,0.00067492,0.0,1,1,0.9549
cam_exp_003_frames_manifest,p52-instrument-0034,brics-odroid-007_cam1,8,945.903381,0.0,943.184143,0.0,643.477936,0.0,336.380382,0.0,-0.41330364,0.0,0.15825428,0.0,0.00091361,0.0,-0.00371096,0.0,1,1,1.0
cam_exp_003_frames_manifest,p52-instrument-0034,brics-odroid-012_cam1,8,919.386963,0.0,916.077148,0.0,662.597809,0.0,377.634773,0.0,-0.37115318,0.0,0.10800423,0.0,0.00030707,0.0,-0.00256177,0.0,1,1,1.0
cam_exp_003_frames_manifest,p52-instrument-0034,brics-odroid-015_cam1,8,908.360901,0.0,900.936584,0.0,643.380814,0.0,375.457034,0.0,-0.38089102,0.0,0.11846274,0.0,-0.00151558,0.0,0.00035806,0.0,1,1,1.0
cam_exp_003_frames_manifest,p52-instrument-0034,brics-odroid-016_cam0,8,924.890198,0.0,922.099792,0.0,657.085419,0.0,295.884583,0.0,-0.40087459,0.0,0.14194474,0.0,0.00173916,0.0,-0.00044558,0.0,1,1,0.9549
cam_exp_003_frames_manifest,p52-instrument-0034,brics-odroid-021_cam0,8,925.329956,0.0,921.165466,0.0,624.337349,0.0,314.38925,0.0,-0.40974469,0.0,0.14345618,0.0,0.00070026,0.0,0.00019289,0.0,1,1,1.0
cam_exp_003_frames_manifest,p52-instrument-0034,brics-odroid-023_cam0,8,918.969177,0.0,910.320862,0.0,637.688522,0.0,331.313174,0.0,-0.36075484,0.0,0.114838,0.0,0.00470859,0.0,0.00820902,0.0,1,1,0.9925
cam_exp_003_frames_manifest,p52-instrument-0034,brics-odroid-024_cam0,8,924.838501,0.0,919.493469,0.0,623.887939,0.0,297.470434,0.0,-0.39927847,0.0,0.13905861,0.0,0.00337534,0.0,-0.00402799,0.0,1,1,0.985
cam_exp_003_frames_manifest,p52-instrument-0034,brics-odroid-025_cam1,8,894.408875,0.0,894.106567,0.0,655.242462,0.0,358.393164,0.0,-0.44674515,0.0,0.27359762,0.0,0.00170471,0.0,-0.00236058,0.0,1,1,1.0
cam_exp_003_frames_manifest,p52-instrument-0034,brics-odroid-027_cam0,8,907.767273,0.0,907.308289,0.0,620.03334,0.0,375.39721,0.0,-0.37702061,0.0,0.11703339,0.0,-0.00111223,0.0,0.00182908,0.0,1,1,0.0301
cam_exp_003_frames_manifest,p52-instrument-0034,brics-odroid-027_cam1,8,916.837646,0.0,914.725159,0.0,636.848526,0.0,357.727332,0.0,-0.40497499,0.0,0.14783555,0.0,-0.0015333,0.0,0.00075222,0.0,1,1,0.0
cam_exp_003_frames_manifest,p52-instrument-0034,brics-odroid-028_cam0,8,918.638916,0.0,920.0896,0.0,629.192314,0.0,364.133692,0.0,-0.38389203,0.0,0.12516966,0.0,-0.00063691,0.0,0.00020537,0.0,1,1,0.0
cam_exp_003_frames_manifest,p52-instrument-0034,brics-odroid-030_cam0,8,922.447449,0.0,926.922791,0.0,624.415474,0.0,311.218836,0.0,-0.41746278,0.0,0.17341318,0.0,-0.00046537,0.0,0.00190183,0.0,1,1,0.0075
cam_exp_003_frames_manifest,p52-instrument-0034,brics-odroid-030_cam1,8,898.433655,0.0,901.837036,0.0,653.387146,0.0,377.0228,0.0,-0.39334097,0.0,0.13487758,0.0,-0.00282875,0.0,-0.00471974,0.0,1,1,0.0
