sequence,camera,rgb_frame_index,rgb_timestamp_us,sidecar_frame_index,kp2d_row,kp3d_row,union_position,left_chosen,right_chosen,mapping_source,mapping_confidence,notes
p41-plant-0004,brics-odroid-001_cam0,0,1726963265343019,0,0,0,0,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,6,1726963265543047,6,6,6,6,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,12,1726963265743046,12,12,12,12,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,18,1726963265943048,18,18,18,18,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,24,1726963266143050,24,24,24,24,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,30,1726963266343074,30,30,30,30,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,36,1726963266543055,36,36,36,36,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,42,1726963266743079,42,42,42,42,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,48,1726963266943083,48,48,48,48,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,54,1726963267143029,54,54,54,54,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,60,1726963267343095,60,60,60,60,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,66,1726963267543094,66,66,66,66,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,72,1726963267743097,72,72,72,72,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,78,1726963267943102,78,78,78,78,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,84,1726963268143116,84,84,84,84,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,90,1726963268343121,90,90,90,90,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,96,1726963268543096,96,96,96,96,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,102,1726963268743100,102,102,102,102,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,108,1726963268943117,108,108,108,108,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,114,1726963269143111,114,114,114,114,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,120,1726963269343105,120,120,120,120,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,126,1726963269543101,126,126,126,126,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,132,1726963269743126,132,132,132,132,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,138,1726963269943136,138,138,138,138,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,144,1726963270143139,144,144,144,144,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,150,1726963270343137,150,150,150,150,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,156,1726963270543144,156,156,156,156,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,162,1726963270743135,162,162,162,162,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam0,168,1726963270943158,168,168,168,168,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,0,1726963265351667,0,0,0,0,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,6,1726963265550966,6,6,6,6,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,12,1726963265751167,12,12,12,12,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,18,1726963265950957,18,18,18,18,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,24,1726963266151165,24,24,24,24,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,30,1726963266351160,30,30,30,30,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,36,1726963266551174,36,36,36,36,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,42,1726963266750992,42,42,42,42,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,48,1726963266951017,48,48,48,48,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,54,1726963267151102,54,54,54,54,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,60,1726963267351677,60,60,60,60,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,66,1726963267550992,66,66,66,66,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,72,1726963267751648,72,72,72,72,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,78,1726963267951007,78,78,78,78,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,84,1726963268151086,84,84,84,84,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,90,1726963268351077,90,90,90,90,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,96,1726963268551024,96,96,96,96,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,102,1726963268751204,102,102,102,102,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,108,1726963268951019,108,108,108,108,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,114,1726963269151229,114,114,114,114,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,120,1726963269351233,120,120,120,120,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,126,1726963269551078,126,126,126,126,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,132,1726963269751047,132,132,132,132,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,138,1726963269951221,138,138,138,138,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,144,1726963270151234,144,144,144,144,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,150,1726963270351593,150,150,150,150,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,156,1726963270551427,156,156,156,156,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,162,1726963270751230,162,162,162,162,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-001_cam1,168,1726963270951046,168,168,168,168,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,0,1726963265347102,0,0,0,0,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,6,1726963265547120,6,6,6,6,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,12,1726963265747067,12,12,12,12,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,18,1726963265947064,18,18,18,18,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,24,1726963266147115,24,24,24,24,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,30,1726963266347193,30,30,30,30,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,36,1726963266547130,36,36,36,36,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,42,1726963266747134,42,42,42,42,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,48,1726963266947081,48,48,48,48,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,54,1726963267147202,54,54,54,54,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,60,1726963267347161,60,60,60,60,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,66,1726963267547164,66,66,66,66,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,72,1726963267747155,72,72,72,72,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,78,1726963267947105,78,78,78,78,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,84,1726963268147154,84,84,84,84,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,90,1726963268347159,90,90,90,90,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,96,1726963268547161,96,96,96,96,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,102,1726963268747189,102,102,102,102,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,108,1726963268947178,108,108,108,108,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,114,1726963269147182,114,114,114,114,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,120,1726963269347271,120,120,120,120,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,126,1726963269547193,126,126,126,126,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,132,1726963269747479,132,132,132,132,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,138,1726963269947197,138,138,138,138,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,144,1726963270147203,144,144,144,144,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,150,1726963270347196,150,150,150,150,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,156,1726963270547194,156,156,156,156,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,162,1726963270747201,162,162,162,162,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p41-plant-0004,brics-odroid-002_cam0,168,1726963270947255,168,168,168,168,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,0,1725202053179072,0,0,0,0,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,13,1725202053611055,13,13,13,13,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,26,1725202054047015,26,26,26,26,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,39,1725202054479169,39,39,39,39,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,52,1725202054911125,52,52,52,52,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,65,1725202055347068,65,65,65,65,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,78,1725202055779085,78,78,78,78,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,91,1725202056210931,91,91,91,91,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,104,1725202056647028,104,104,104,104,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,117,1725202057079100,117,117,117,117,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,130,1725202057511260,130,130,130,130,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,143,1725202057948279,143,143,143,143,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,156,1725202058379123,156,156,156,156,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,169,1725202058811266,169,169,169,169,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,182,1725202059243152,182,182,182,182,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,195,1725202059679122,195,195,195,195,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,208,1725202060112118,208,208,208,208,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,221,1725202060543183,221,221,221,221,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,234,1725202060979140,234,234,234,234,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,247,1725202061411174,247,247,247,247,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,260,1725202061843170,260,260,260,260,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,273,1725202062279167,273,273,273,273,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,286,1725202062711101,286,286,286,286,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,299,1725202063143189,299,299,299,299,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,312,1725202063579103,312,312,312,312,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam0,325,1725202064012094,325,325,325,325,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,0,1725202053174870,0,0,0,0,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,13,1725202053606858,13,13,13,13,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,26,1725202054038878,26,26,26,26,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,39,1725202054475195,39,39,39,39,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,52,1725202054906874,52,52,52,52,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,65,1725202055338889,65,65,65,65,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,78,1725202055774878,78,78,78,78,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,91,1725202056206901,91,91,91,91,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,104,1725202056638907,104,104,104,104,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,117,1725202057074905,117,117,117,117,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,130,1725202057507136,130,130,130,130,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,143,1725202057938987,143,143,143,143,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,156,1725202058374961,156,156,156,156,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,169,1725202058807127,169,169,169,169,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,182,1725202059238940,182,182,182,182,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,195,1725202059674964,195,195,195,195,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,208,1725202060108338,208,208,208,208,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,221,1725202060538982,221,221,221,221,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,234,1725202060974979,234,234,234,234,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,247,1725202061406968,247,247,247,247,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,260,1725202061838950,260,260,260,260,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,273,1725202062270982,273,273,273,273,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,286,1725202062706974,286,286,286,286,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,299,1725202063138992,299,299,299,299,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,312,1725202063571001,312,312,312,312,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-001_cam1,325,1725202064007670,325,325,325,325,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,0,1725202053176070,0,0,0,0,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,13,1725202053612047,13,13,13,13,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,26,1725202054044042,26,26,26,26,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,39,1725202054476138,39,39,39,39,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,52,1725202054911997,52,52,52,52,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,65,1725202055344413,65,65,65,65,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,78,1725202055776074,78,78,78,78,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,91,1725202056212069,91,91,91,91,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,104,1725202056644413,104,104,104,104,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,117,1725202057076108,117,117,117,117,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,130,1725202057512100,130,130,130,130,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,143,1725202057944119,143,143,143,143,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,156,1725202058376151,156,156,156,156,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,169,1725202058812141,169,169,169,169,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,182,1725202059244171,182,182,182,182,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,195,1725202059676143,195,195,195,195,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,208,1725202060108409,208,208,208,208,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,221,1725202060544134,221,221,221,221,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,234,1725202060976109,234,234,234,234,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,247,1725202061408141,247,247,247,247,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,260,1725202061844114,260,260,260,260,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
p44-dog-0004,brics-odroid-002_cam0,273,1725202062276201,273,273,273,273,1,1,DIRECT_INDEX,high,rgb/2d/3d share one 0-based frame index; params and repro videos use union_position
