key,sequence,camera,frame,status,n_hands,image_width,image_height,pipeline_focal,cache_file
p41-boxing-0021__brics-odroid-007_cam1__000008,p41-boxing-0021,brics-odroid-007_cam1,8,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-007_cam1__000008.npz
p41-boxing-0021__brics-odroid-007_cam1__000009,p41-boxing-0021,brics-odroid-007_cam1,9,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-007_cam1__000009.npz
p41-boxing-0021__brics-odroid-008_cam0__000005,p41-boxing-0021,brics-odroid-008_cam0,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-008_cam0__000005.npz
p41-boxing-0021__brics-odroid-008_cam0__000006,p41-boxing-0021,brics-odroid-008_cam0,6,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-008_cam0__000006.npz
p41-boxing-0021__brics-odroid-008_cam0__000010,p41-boxing-0021,brics-odroid-008_cam0,10,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-008_cam0__000010.npz
p41-boxing-0021__brics-odroid-008_cam0__000012,p41-boxing-0021,brics-odroid-008_cam0,12,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-008_cam0__000012.npz
p41-boxing-0021__brics-odroid-008_cam0__000354,p41-boxing-0021,brics-odroid-008_cam0,354,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-008_cam0__000354.npz
p41-boxing-0021__brics-odroid-008_cam0__000355,p41-boxing-0021,brics-odroid-008_cam0,355,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-008_cam0__000355.npz
p41-boxing-0021__brics-odroid-008_cam0__000356,p41-boxing-0021,brics-odroid-008_cam0,356,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-008_cam0__000356.npz
p41-boxing-0021__brics-odroid-008_cam0__000359,p41-boxing-0021,brics-odroid-008_cam0,359,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-008_cam0__000359.npz
p41-boxing-0021__brics-odroid-008_cam0__000360,p41-boxing-0021,brics-odroid-008_cam0,360,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-008_cam0__000360.npz
p41-boxing-0021__brics-odroid-009_cam1__000000,p41-boxing-0021,brics-odroid-009_cam1,0,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-009_cam1__000000.npz
p41-boxing-0021__brics-odroid-009_cam1__000001,p41-boxing-0021,brics-odroid-009_cam1,1,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-009_cam1__000001.npz
p41-boxing-0021__brics-odroid-009_cam1__000002,p41-boxing-0021,brics-odroid-009_cam1,2,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-009_cam1__000002.npz
p41-boxing-0021__brics-odroid-009_cam1__000003,p41-boxing-0021,brics-odroid-009_cam1,3,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-009_cam1__000003.npz
p41-boxing-0021__brics-odroid-009_cam1__000004,p41-boxing-0021,brics-odroid-009_cam1,4,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-009_cam1__000004.npz
p41-boxing-0021__brics-odroid-009_cam1__000005,p41-boxing-0021,brics-odroid-009_cam1,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-009_cam1__000005.npz
p41-boxing-0021__brics-odroid-009_cam1__000006,p41-boxing-0021,brics-odroid-009_cam1,6,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-009_cam1__000006.npz
p41-boxing-0021__brics-odroid-009_cam1__000007,p41-boxing-0021,brics-odroid-009_cam1,7,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-009_cam1__000007.npz
p41-boxing-0021__brics-odroid-009_cam1__000008,p41-boxing-0021,brics-odroid-009_cam1,8,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-009_cam1__000008.npz
p41-boxing-0021__brics-odroid-009_cam1__000009,p41-boxing-0021,brics-odroid-009_cam1,9,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-009_cam1__000009.npz
p41-boxing-0021__brics-odroid-010_cam0__000000,p41-boxing-0021,brics-odroid-010_cam0,0,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-010_cam0__000000.npz
p41-boxing-0021__brics-odroid-010_cam0__000001,p41-boxing-0021,brics-odroid-010_cam0,1,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-010_cam0__000001.npz
p41-boxing-0021__brics-odroid-010_cam0__000002,p41-boxing-0021,brics-odroid-010_cam0,2,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-010_cam0__000002.npz
p41-boxing-0021__brics-odroid-010_cam0__000003,p41-boxing-0021,brics-odroid-010_cam0,3,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-010_cam0__000003.npz
p41-boxing-0021__brics-odroid-010_cam0__000004,p41-boxing-0021,brics-odroid-010_cam0,4,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-010_cam0__000004.npz
p41-boxing-0021__brics-odroid-010_cam0__000005,p41-boxing-0021,brics-odroid-010_cam0,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-010_cam0__000005.npz
p41-boxing-0021__brics-odroid-010_cam0__000006,p41-boxing-0021,brics-odroid-010_cam0,6,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-010_cam0__000006.npz
p41-boxing-0021__brics-odroid-010_cam0__000007,p41-boxing-0021,brics-odroid-010_cam0,7,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-010_cam0__000007.npz
p41-boxing-0021__brics-odroid-010_cam0__000008,p41-boxing-0021,brics-odroid-010_cam0,8,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-010_cam0__000008.npz
p41-boxing-0021__brics-odroid-010_cam0__000009,p41-boxing-0021,brics-odroid-010_cam0,9,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-010_cam0__000009.npz
p41-boxing-0021__brics-odroid-011_cam0__000013,p41-boxing-0021,brics-odroid-011_cam0,13,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-011_cam0__000013.npz
p41-boxing-0021__brics-odroid-011_cam0__000014,p41-boxing-0021,brics-odroid-011_cam0,14,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-011_cam0__000014.npz
p41-boxing-0021__brics-odroid-011_cam0__000015,p41-boxing-0021,brics-odroid-011_cam0,15,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-011_cam0__000015.npz
p41-boxing-0021__brics-odroid-011_cam0__000016,p41-boxing-0021,brics-odroid-011_cam0,16,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-011_cam0__000016.npz
p41-boxing-0021__brics-odroid-011_cam0__000017,p41-boxing-0021,brics-odroid-011_cam0,17,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-011_cam0__000017.npz
p41-boxing-0021__brics-odroid-011_cam0__000018,p41-boxing-0021,brics-odroid-011_cam0,18,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-011_cam0__000018.npz
p41-boxing-0021__brics-odroid-011_cam0__000028,p41-boxing-0021,brics-odroid-011_cam0,28,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-011_cam0__000028.npz
p41-boxing-0021__brics-odroid-011_cam0__000029,p41-boxing-0021,brics-odroid-011_cam0,29,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-011_cam0__000029.npz
p41-boxing-0021__brics-odroid-011_cam0__000030,p41-boxing-0021,brics-odroid-011_cam0,30,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-011_cam0__000030.npz
p41-boxing-0021__brics-odroid-012_cam0__000000,p41-boxing-0021,brics-odroid-012_cam0,0,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam0__000000.npz
p41-boxing-0021__brics-odroid-012_cam0__000001,p41-boxing-0021,brics-odroid-012_cam0,1,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam0__000001.npz
p41-boxing-0021__brics-odroid-012_cam0__000002,p41-boxing-0021,brics-odroid-012_cam0,2,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam0__000002.npz
p41-boxing-0021__brics-odroid-012_cam0__000003,p41-boxing-0021,brics-odroid-012_cam0,3,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam0__000003.npz
p41-boxing-0021__brics-odroid-012_cam0__000004,p41-boxing-0021,brics-odroid-012_cam0,4,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam0__000004.npz
p41-boxing-0021__brics-odroid-012_cam0__000005,p41-boxing-0021,brics-odroid-012_cam0,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam0__000005.npz
p41-boxing-0021__brics-odroid-012_cam0__000006,p41-boxing-0021,brics-odroid-012_cam0,6,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam0__000006.npz
p41-boxing-0021__brics-odroid-012_cam0__000007,p41-boxing-0021,brics-odroid-012_cam0,7,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam0__000007.npz
p41-boxing-0021__brics-odroid-012_cam0__000008,p41-boxing-0021,brics-odroid-012_cam0,8,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam0__000008.npz
p41-boxing-0021__brics-odroid-012_cam1__000000,p41-boxing-0021,brics-odroid-012_cam1,0,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam1__000000.npz
p41-boxing-0021__brics-odroid-012_cam1__000001,p41-boxing-0021,brics-odroid-012_cam1,1,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam1__000001.npz
p41-boxing-0021__brics-odroid-012_cam1__000002,p41-boxing-0021,brics-odroid-012_cam1,2,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam1__000002.npz
p41-boxing-0021__brics-odroid-012_cam1__000003,p41-boxing-0021,brics-odroid-012_cam1,3,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam1__000003.npz
p41-boxing-0021__brics-odroid-012_cam1__000004,p41-boxing-0021,brics-odroid-012_cam1,4,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam1__000004.npz
p41-boxing-0021__brics-odroid-012_cam1__000005,p41-boxing-0021,brics-odroid-012_cam1,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam1__000005.npz
p41-boxing-0021__brics-odroid-012_cam1__000006,p41-boxing-0021,brics-odroid-012_cam1,6,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam1__000006.npz
p41-boxing-0021__brics-odroid-012_cam1__000007,p41-boxing-0021,brics-odroid-012_cam1,7,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam1__000007.npz
p41-boxing-0021__brics-odroid-012_cam1__000008,p41-boxing-0021,brics-odroid-012_cam1,8,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-012_cam1__000008.npz
p41-boxing-0021__brics-odroid-014_cam1__000001,p41-boxing-0021,brics-odroid-014_cam1,1,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-014_cam1__000001.npz
p41-boxing-0021__brics-odroid-014_cam1__000004,p41-boxing-0021,brics-odroid-014_cam1,4,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-014_cam1__000004.npz
p41-boxing-0021__brics-odroid-014_cam1__000005,p41-boxing-0021,brics-odroid-014_cam1,5,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-014_cam1__000005.npz
p41-boxing-0021__brics-odroid-014_cam1__000006,p41-boxing-0021,brics-odroid-014_cam1,6,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-014_cam1__000006.npz
p41-boxing-0021__brics-odroid-014_cam1__000007,p41-boxing-0021,brics-odroid-014_cam1,7,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-014_cam1__000007.npz
p41-boxing-0021__brics-odroid-014_cam1__000008,p41-boxing-0021,brics-odroid-014_cam1,8,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-014_cam1__000008.npz
p41-boxing-0021__brics-odroid-014_cam1__000010,p41-boxing-0021,brics-odroid-014_cam1,10,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-014_cam1__000010.npz
p41-boxing-0021__brics-odroid-014_cam1__000011,p41-boxing-0021,brics-odroid-014_cam1,11,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-014_cam1__000011.npz
p41-boxing-0021__brics-odroid-014_cam1__000012,p41-boxing-0021,brics-odroid-014_cam1,12,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-014_cam1__000012.npz
p41-boxing-0021__brics-odroid-014_cam1__000013,p41-boxing-0021,brics-odroid-014_cam1,13,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-014_cam1__000013.npz
p41-boxing-0021__brics-odroid-015_cam0__000000,p41-boxing-0021,brics-odroid-015_cam0,0,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam0__000000.npz
p41-boxing-0021__brics-odroid-015_cam0__000001,p41-boxing-0021,brics-odroid-015_cam0,1,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam0__000001.npz
p41-boxing-0021__brics-odroid-015_cam0__000002,p41-boxing-0021,brics-odroid-015_cam0,2,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam0__000002.npz
p41-boxing-0021__brics-odroid-015_cam0__000003,p41-boxing-0021,brics-odroid-015_cam0,3,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam0__000003.npz
p41-boxing-0021__brics-odroid-015_cam0__000004,p41-boxing-0021,brics-odroid-015_cam0,4,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam0__000004.npz
p41-boxing-0021__brics-odroid-015_cam0__000005,p41-boxing-0021,brics-odroid-015_cam0,5,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam0__000005.npz
p41-boxing-0021__brics-odroid-015_cam0__000006,p41-boxing-0021,brics-odroid-015_cam0,6,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam0__000006.npz
p41-boxing-0021__brics-odroid-015_cam0__000007,p41-boxing-0021,brics-odroid-015_cam0,7,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam0__000007.npz
p41-boxing-0021__brics-odroid-015_cam0__000008,p41-boxing-0021,brics-odroid-015_cam0,8,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam0__000008.npz
p41-boxing-0021__brics-odroid-015_cam1__000000,p41-boxing-0021,brics-odroid-015_cam1,0,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam1__000000.npz
p41-boxing-0021__brics-odroid-015_cam1__000001,p41-boxing-0021,brics-odroid-015_cam1,1,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam1__000001.npz
p41-boxing-0021__brics-odroid-015_cam1__000002,p41-boxing-0021,brics-odroid-015_cam1,2,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam1__000002.npz
p41-boxing-0021__brics-odroid-015_cam1__000003,p41-boxing-0021,brics-odroid-015_cam1,3,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam1__000003.npz
p41-boxing-0021__brics-odroid-015_cam1__000004,p41-boxing-0021,brics-odroid-015_cam1,4,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam1__000004.npz
p41-boxing-0021__brics-odroid-015_cam1__000005,p41-boxing-0021,brics-odroid-015_cam1,5,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam1__000005.npz
p41-boxing-0021__brics-odroid-015_cam1__000006,p41-boxing-0021,brics-odroid-015_cam1,6,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam1__000006.npz
p41-boxing-0021__brics-odroid-015_cam1__000007,p41-boxing-0021,brics-odroid-015_cam1,7,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam1__000007.npz
p41-boxing-0021__brics-odroid-015_cam1__000008,p41-boxing-0021,brics-odroid-015_cam1,8,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam1__000008.npz
p41-boxing-0021__brics-odroid-015_cam1__000009,p41-boxing-0021,brics-odroid-015_cam1,9,ok,1,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-015_cam1__000009.npz
p41-boxing-0021__brics-odroid-016_cam0__000000,p41-boxing-0021,brics-odroid-016_cam0,0,ok,3,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-016_cam0__000000.npz
p41-boxing-0021__brics-odroid-016_cam0__000001,p41-boxing-0021,brics-odroid-016_cam0,1,ok,3,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-016_cam0__000001.npz
p41-boxing-0021__brics-odroid-016_cam0__000002,p41-boxing-0021,brics-odroid-016_cam0,2,ok,3,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-016_cam0__000002.npz
p41-boxing-0021__brics-odroid-016_cam0__000003,p41-boxing-0021,brics-odroid-016_cam0,3,ok,3,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-016_cam0__000003.npz
p41-boxing-0021__brics-odroid-016_cam0__000004,p41-boxing-0021,brics-odroid-016_cam0,4,ok,3,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-016_cam0__000004.npz
p41-boxing-0021__brics-odroid-016_cam0__000005,p41-boxing-0021,brics-odroid-016_cam0,5,ok,3,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-016_cam0__000005.npz
p41-boxing-0021__brics-odroid-016_cam0__000006,p41-boxing-0021,brics-odroid-016_cam0,6,ok,3,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-016_cam0__000006.npz
p41-boxing-0021__brics-odroid-016_cam0__000007,p41-boxing-0021,brics-odroid-016_cam0,7,ok,3,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-016_cam0__000007.npz
p41-boxing-0021__brics-odroid-016_cam0__000008,p41-boxing-0021,brics-odroid-016_cam0,8,ok,3,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-016_cam0__000008.npz
p41-boxing-0021__brics-odroid-016_cam0__000009,p41-boxing-0021,brics-odroid-016_cam0,9,ok,3,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-016_cam0__000009.npz
p41-boxing-0021__brics-odroid-017_cam0__000001,p41-boxing-0021,brics-odroid-017_cam0,1,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-017_cam0__000001.npz
p41-boxing-0021__brics-odroid-017_cam0__000002,p41-boxing-0021,brics-odroid-017_cam0,2,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-017_cam0__000002.npz
p41-boxing-0021__brics-odroid-017_cam0__000007,p41-boxing-0021,brics-odroid-017_cam0,7,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-017_cam0__000007.npz
p41-boxing-0021__brics-odroid-017_cam0__000013,p41-boxing-0021,brics-odroid-017_cam0,13,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-017_cam0__000013.npz
p41-boxing-0021__brics-odroid-017_cam0__000014,p41-boxing-0021,brics-odroid-017_cam0,14,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-017_cam0__000014.npz
p41-boxing-0021__brics-odroid-017_cam0__000015,p41-boxing-0021,brics-odroid-017_cam0,15,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-017_cam0__000015.npz
p41-boxing-0021__brics-odroid-017_cam0__000016,p41-boxing-0021,brics-odroid-017_cam0,16,ok,2,1280,720,5000.0,experiments/runs/CAM-EXP-002_camera_focal_sensitivity/cache/hand_inference/p41-boxing-0021__brics-odroid-017_cam0__000016.npz
