case_id,sequence,camera,frame,hand_side,existing_qc_label,existing_case_label,stratum,rgb_source,2d_source,reference_3d_source,loco_status,loco_ok,loco_n_inlier_cameras,loco_reproj_to_this_camera_px,audit_image,panel_exists,RGB_MATCH,2D_ON_CORRECT_HAND,HAND_SIDE_CORRECT,MAJOR_2D_FAILURE,MAJOR_OCCLUSION,LOCO_3D_REPROJECTION_PLAUSIBLE,NOT_REVIEWABLE,NOTES,reviewer,review_method
C053,p41-plant-0004,brics-odroid-021_cam0,168,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|left|PASS_STRICT|q1_low|t_late,p41-plant-0004 / brics-odroid-021_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,10,5.507,manual_qc/panels/C053.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C054,p41-plant-0004,brics-odroid-025_cam0,90,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|left|PASS_STRICT|q1_low|t_mid,p41-plant-0004 / brics-odroid-025_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,13,11.214,manual_qc/panels/C054.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C055,p41-plant-0004,brics-odroid-006_cam0,26,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|left|PASS_STRICT|q2_mid|t_early,p41-plant-0004 / brics-odroid-006_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,10,14.84,manual_qc/panels/C055.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C056,p41-plant-0004,brics-odroid-017_cam1,141,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|left|PASS_STRICT|q2_mid|t_late,p41-plant-0004 / brics-odroid-017_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,13,13.709,manual_qc/panels/C056.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C057,p41-plant-0004,brics-odroid-014_cam1,64,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|left|PASS_STRICT|q2_mid|t_mid,p41-plant-0004 / brics-odroid-014_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,18,5.303,manual_qc/panels/C057.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C058,p41-plant-0004,brics-odroid-010_cam0,13,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|right|PASS_SINGLE_HAND|q1_low|t_early,p41-plant-0004 / brics-odroid-010_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,10,11.686,manual_qc/panels/C058.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C059,p41-plant-0004,brics-odroid-010_cam0,157,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|right|PASS_SINGLE_HAND|q1_low|t_late,p41-plant-0004 / brics-odroid-010_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,12,9.616,manual_qc/panels/C059.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C060,p41-plant-0004,brics-odroid-024_cam1,93,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|right|PASS_SINGLE_HAND|q1_low|t_mid,p41-plant-0004 / brics-odroid-024_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,12,12.088,manual_qc/panels/C060.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C061,p41-plant-0004,brics-odroid-002_cam0,16,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|right|PASS_SINGLE_HAND|q2_mid|t_early,p41-plant-0004 / brics-odroid-002_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,15,17.481,manual_qc/panels/C061.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C062,p41-plant-0004,brics-odroid-017_cam0,144,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|right|PASS_SINGLE_HAND|q2_mid|t_late,p41-plant-0004 / brics-odroid-017_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,13,11.296,manual_qc/panels/C062.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C063,p41-plant-0004,brics-odroid-022_cam0,58,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|right|PASS_SINGLE_HAND|q2_mid|t_mid,p41-plant-0004 / brics-odroid-022_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,14,3.452,manual_qc/panels/C063.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C064,p41-plant-0004,brics-odroid-022_cam1,0,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|right|PASS_STRICT|q1_low|t_early,p41-plant-0004 / brics-odroid-022_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,11,6.383,manual_qc/panels/C064.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C065,p41-plant-0004,brics-odroid-022_cam1,136,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|right|PASS_STRICT|q1_low|t_late,p41-plant-0004 / brics-odroid-022_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,11,4.171,manual_qc/panels/C065.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C066,p41-plant-0004,brics-odroid-021_cam1,88,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|right|PASS_STRICT|q1_low|t_mid,p41-plant-0004 / brics-odroid-021_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,14,5.56,manual_qc/panels/C066.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C067,p41-plant-0004,brics-odroid-024_cam1,5,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|right|PASS_STRICT|q2_mid|t_early,p41-plant-0004 / brics-odroid-024_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,13,9.678,manual_qc/panels/C067.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C068,p41-plant-0004,brics-odroid-006_cam0,160,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|right|PASS_STRICT|q2_mid|t_late,p41-plant-0004 / brics-odroid-006_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,12,9.943,manual_qc/panels/C068.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C069,p41-plant-0004,brics-odroid-023_cam0,74,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p41-plant-0004|right|PASS_STRICT|q2_mid|t_mid,p41-plant-0004 / brics-odroid-023_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,15,7.182,manual_qc/panels/C069.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C070,p44-dog-0004,brics-odroid-029_cam0,36,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|left|PASS_SINGLE_HAND|q1_low|t_early,p44-dog-0004 / brics-odroid-029_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,10,11.808,manual_qc/panels/C070.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C071,p44-dog-0004,brics-odroid-014_cam1,246,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|left|PASS_SINGLE_HAND|q1_low|t_late,p44-dog-0004 / brics-odroid-014_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,10,11.119,manual_qc/panels/C071.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C072,p44-dog-0004,brics-odroid-027_cam1,130,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|left|PASS_SINGLE_HAND|q1_low|t_mid,p44-dog-0004 / brics-odroid-027_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,13,8.256,manual_qc/panels/C072.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C073,p44-dog-0004,brics-odroid-002_cam0,20,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|left|PASS_SINGLE_HAND|q2_mid|t_early,p44-dog-0004 / brics-odroid-002_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,12,5.314,manual_qc/panels/C073.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C074,p44-dog-0004,brics-odroid-017_cam1,251,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|left|PASS_SINGLE_HAND|q2_mid|t_late,p44-dog-0004 / brics-odroid-017_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,10,2.907,manual_qc/panels/C074.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C075,p44-dog-0004,brics-odroid-020_cam1,151,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|left|PASS_SINGLE_HAND|q2_mid|t_mid,p44-dog-0004 / brics-odroid-020_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,12,5.043,manual_qc/panels/C075.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C076,p44-dog-0004,brics-odroid-024_cam0,36,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|left|PASS_STRICT|q1_low|t_early,p44-dog-0004 / brics-odroid-024_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,10,6.524,manual_qc/panels/C076.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C077,p44-dog-0004,brics-odroid-024_cam0,298,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|left|PASS_STRICT|q1_low|t_late,p44-dog-0004 / brics-odroid-024_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,10,5.665,manual_qc/panels/C077.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C078,p44-dog-0004,brics-odroid-025_cam1,167,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|left|PASS_STRICT|q1_low|t_mid,p44-dog-0004 / brics-odroid-025_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,11,5.708,manual_qc/panels/C078.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C079,p44-dog-0004,brics-odroid-016_cam0,94,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|left|PASS_STRICT|q2_mid|t_early,p44-dog-0004 / brics-odroid-016_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,9,5.37,manual_qc/panels/C079.png,1,1,1,1,0,0,1,0,full-resolution check: overlay on the left hand resting at the toy head; overlay correct,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C080,p44-dog-0004,brics-odroid-025_cam0,330,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|left|PASS_STRICT|q2_mid|t_late,p44-dog-0004 / brics-odroid-025_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,18,13.759,manual_qc/panels/C080.png,1,1,1,1,0,0,1,0,"full-resolution check: two hands at frame bottom, overlay on the left one; correct",claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C081,p44-dog-0004,brics-odroid-012_cam0,214,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|left|PASS_STRICT|q2_mid|t_mid,p44-dog-0004 / brics-odroid-012_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,11,3.439,manual_qc/panels/C081.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C082,p44-dog-0004,brics-odroid-015_cam1,99,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|right|PASS_SINGLE_HAND|q1_low|t_early,p44-dog-0004 / brics-odroid-015_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,13,4.411,manual_qc/panels/C082.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C083,p44-dog-0004,brics-odroid-008_cam0,303,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|right|PASS_SINGLE_HAND|q1_low|t_late,p44-dog-0004 / brics-odroid-008_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,12,9.276,manual_qc/panels/C083.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C084,p44-dog-0004,brics-odroid-009_cam1,214,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|right|PASS_SINGLE_HAND|q1_low|t_mid,p44-dog-0004 / brics-odroid-009_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,12,4.898,manual_qc/panels/C084.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C085,p44-dog-0004,brics-odroid-021_cam1,57,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|right|PASS_SINGLE_HAND|q2_mid|t_early,p44-dog-0004 / brics-odroid-021_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,15,6.769,manual_qc/panels/C085.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C086,p44-dog-0004,brics-odroid-011_cam0,324,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|right|PASS_SINGLE_HAND|q2_mid|t_late,p44-dog-0004 / brics-odroid-011_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,14,3.955,manual_qc/panels/C086.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C087,p44-dog-0004,brics-odroid-007_cam1,146,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|right|PASS_SINGLE_HAND|q2_mid|t_mid,p44-dog-0004 / brics-odroid-007_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,14,7.237,manual_qc/panels/C087.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C088,p44-dog-0004,brics-odroid-022_cam1,36,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|right|PASS_STRICT|q1_low|t_early,p44-dog-0004 / brics-odroid-022_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,15,3.855,manual_qc/panels/C088.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C089,p44-dog-0004,brics-odroid-017_cam0,314,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|right|PASS_STRICT|q1_low|t_late,p44-dog-0004 / brics-odroid-017_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,14,12.912,manual_qc/panels/C089.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C090,p44-dog-0004,brics-odroid-025_cam1,214,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|right|PASS_STRICT|q1_low|t_mid,p44-dog-0004 / brics-odroid-025_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,12,7.888,manual_qc/panels/C090.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C091,p44-dog-0004,brics-odroid-012_cam1,47,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|right|PASS_STRICT|q2_mid|t_early,p44-dog-0004 / brics-odroid-012_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,14,4.354,manual_qc/panels/C091.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C092,p44-dog-0004,brics-odroid-007_cam0,330,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|right|PASS_STRICT|q2_mid|t_late,p44-dog-0004 / brics-odroid-007_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,14,3.327,manual_qc/panels/C092.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C093,p44-dog-0004,brics-odroid-022_cam1,162,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p44-dog-0004|right|PASS_STRICT|q2_mid|t_mid,p44-dog-0004 / brics-odroid-022_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,14,5.015,manual_qc/panels/C093.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C094,p52-instrument-0034,brics-odroid-030_cam0,8,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|left|PASS_SINGLE_HAND|q2_mid|t_early,p52-instrument-0034 / brics-odroid-030_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,18,13.299,manual_qc/panels/C094.png,1,1,1,unverifiable_single_view,0,1,1,0,hand substantially occluded by the manipulated object,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C095,p52-instrument-0034,brics-odroid-027_cam0,119,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|left|PASS_SINGLE_HAND|q2_mid|t_late,p52-instrument-0034 / brics-odroid-027_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,17,7.709,manual_qc/panels/C095.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C096,p52-instrument-0034,brics-odroid-030_cam1,62,left,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|left|PASS_SINGLE_HAND|q2_mid|t_mid,p52-instrument-0034 / brics-odroid-030_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,18,14.63,manual_qc/panels/C096.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C097,p52-instrument-0034,brics-odroid-016_cam0,39,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|left|PASS_STRICT|q2_mid|t_early,p52-instrument-0034 / brics-odroid-016_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,17,6.442,manual_qc/panels/C097.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C098,p52-instrument-0034,brics-odroid-021_cam0,129,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|left|PASS_STRICT|q2_mid|t_late,p52-instrument-0034 / brics-odroid-021_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,19,5.546,manual_qc/panels/C098.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C099,p52-instrument-0034,brics-odroid-007_cam1,54,left,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|left|PASS_STRICT|q2_mid|t_mid,p52-instrument-0034 / brics-odroid-007_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,19,3.243,manual_qc/panels/C099.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C100,p52-instrument-0034,brics-odroid-002_cam0,16,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|right|PASS_SINGLE_HAND|q1_low|t_early,p52-instrument-0034 / brics-odroid-002_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,20,10.645,manual_qc/panels/C100.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C101,p52-instrument-0034,brics-odroid-002_cam0,88,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|right|PASS_SINGLE_HAND|q1_low|t_late,p52-instrument-0034 / brics-odroid-002_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,19,8.409,manual_qc/panels/C101.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C102,p52-instrument-0034,brics-odroid-007_cam0,39,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|right|PASS_SINGLE_HAND|q2_mid|t_early,p52-instrument-0034 / brics-odroid-007_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,19,4.996,manual_qc/panels/C102.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C103,p52-instrument-0034,brics-odroid-002_cam0,121,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|right|PASS_SINGLE_HAND|q2_mid|t_late,p52-instrument-0034 / brics-odroid-002_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,19,8.508,manual_qc/panels/C103.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C104,p52-instrument-0034,brics-odroid-016_cam0,46,right,PASS_SINGLE_HAND,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|right|PASS_SINGLE_HAND|q2_mid|t_mid,p52-instrument-0034 / brics-odroid-016_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,20,3.02,manual_qc/panels/C104.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C105,p52-instrument-0034,brics-odroid-012_cam1,10,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|right|PASS_STRICT|q1_low|t_early,p52-instrument-0034 / brics-odroid-012_cam1 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,20,4.239,manual_qc/panels/C105.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
C106,p52-instrument-0034,brics-odroid-023_cam0,111,right,PASS_STRICT,MULTIVIEW_CONFIRMED_GOOD,p52-instrument-0034|right|PASS_STRICT|q1_low|t_late,p52-instrument-0034 / brics-odroid-023_cam0 video,dataset-provided 2D observation,OTHER_CAMERA_ONLY_REFERENCE_3D (this camera excluded),ok,1,19,7.513,manual_qc/panels/C106.png,1,1,1,1,0,0,1,0,,claude_opus_5_visual_review,"contact sheet at 640x400 per cell, plus full-resolution panel where ambiguous"
