physical_camera_id,sequence_a,sequence_b,rotation_difference_deg,translation_difference_m,camera_centre_difference_m,fx_a,fx_b,fx_difference_px
brics-odroid-027_cam0,p36-tea-0010,p41-plant-0004,0.0,0.0,0.0,917.45,917.45,0.0
brics-odroid-027_cam0,p36-tea-0010,p44-dog-0004,2.7652,0.039645,0.026292,917.45,920.35,2.9006
brics-odroid-027_cam0,p36-tea-0010,p52-instrument-0034,0.445,0.015151,0.00803,917.45,907.767,9.6826
brics-odroid-027_cam0,p41-boxing-0021,p41-plant-0004,0.0,0.0,0.0,917.45,917.45,0.0
brics-odroid-027_cam0,p41-boxing-0021,p44-dog-0004,2.7652,0.039645,0.026292,917.45,920.35,2.9006
brics-odroid-027_cam0,p41-boxing-0021,p52-instrument-0034,0.445,0.015151,0.00803,917.45,907.767,9.6826
brics-odroid-027_cam0,p41-plant-0004,p44-dog-0004,2.7652,0.039645,0.026292,917.45,920.35,2.9006
brics-odroid-027_cam0,p41-plant-0004,p52-instrument-0034,0.445,0.015151,0.00803,917.45,907.767,9.6826
brics-odroid-027_cam0,p44-dog-0004,p52-instrument-0034,2.7035,0.048806,0.030235,920.35,907.767,12.5832
brics-odroid-027_cam1,p36-tea-0010,p41-boxing-0021,0.0,0.0,0.0,919.999,919.999,0.0
brics-odroid-027_cam1,p36-tea-0010,p41-plant-0004,0.0,0.0,0.0,919.999,919.999,0.0
brics-odroid-027_cam1,p36-tea-0010,p44-dog-0004,0.8167,0.033397,0.027793,919.999,919.946,0.0533
brics-odroid-027_cam1,p36-tea-0010,p52-instrument-0034,0.6498,0.019082,0.009592,919.999,916.838,3.1613
brics-odroid-027_cam1,p41-boxing-0021,p41-plant-0004,0.0,0.0,0.0,919.999,919.999,0.0
brics-odroid-027_cam1,p41-boxing-0021,p44-dog-0004,0.8167,0.033397,0.027793,919.999,919.946,0.0533
brics-odroid-027_cam1,p41-boxing-0021,p52-instrument-0034,0.6498,0.019082,0.009592,919.999,916.838,3.1613
brics-odroid-027_cam1,p41-plant-0004,p44-dog-0004,0.8167,0.033397,0.027793,919.999,919.946,0.0533
brics-odroid-027_cam1,p41-plant-0004,p52-instrument-0034,0.6498,0.019082,0.009592,919.999,916.838,3.1613
brics-odroid-027_cam1,p44-dog-0004,p52-instrument-0034,1.2595,0.051206,0.037188,919.946,916.838,3.108
brics-odroid-028_cam0,p36-tea-0010,p41-boxing-0021,0.0,0.0,0.0,919.052,919.052,0.0
brics-odroid-028_cam0,p36-tea-0010,p41-plant-0004,0.0,0.0,0.0,919.052,919.052,0.0
brics-odroid-028_cam0,p36-tea-0010,p44-dog-0004,5.7685,0.104892,0.105086,919.052,857.683,61.3695
brics-odroid-028_cam0,p36-tea-0010,p52-instrument-0034,0.262,0.013355,0.014104,919.052,918.639,0.4134
brics-odroid-028_cam0,p41-boxing-0021,p41-plant-0004,0.0,0.0,0.0,919.052,919.052,0.0
brics-odroid-028_cam0,p41-boxing-0021,p44-dog-0004,5.7685,0.104892,0.105086,919.052,857.683,61.3695
brics-odroid-028_cam0,p41-boxing-0021,p52-instrument-0034,0.262,0.013355,0.014104,919.052,918.639,0.4134
brics-odroid-028_cam0,p41-plant-0004,p44-dog-0004,5.7685,0.104892,0.105086,919.052,857.683,61.3695
brics-odroid-028_cam0,p41-plant-0004,p52-instrument-0034,0.262,0.013355,0.014104,919.052,918.639,0.4134
brics-odroid-028_cam0,p44-dog-0004,p52-instrument-0034,5.9288,0.116317,0.117028,857.683,918.639,60.9561
brics-odroid-029_cam0,p36-tea-0010,p41-boxing-0021,0.0,0.0,0.0,907.913,907.913,0.0
brics-odroid-029_cam0,p36-tea-0010,p41-plant-0004,0.0,0.0,0.0,907.913,907.913,0.0
brics-odroid-029_cam0,p36-tea-0010,p44-dog-0004,0.8329,0.016907,0.021229,907.913,919.496,11.5829
brics-odroid-029_cam0,p41-boxing-0021,p41-plant-0004,0.0,0.0,0.0,907.913,907.913,0.0
brics-odroid-029_cam0,p41-boxing-0021,p44-dog-0004,0.8329,0.016907,0.021229,907.913,919.496,11.5829
brics-odroid-029_cam0,p41-plant-0004,p44-dog-0004,0.8329,0.016907,0.021229,907.913,919.496,11.5829
brics-odroid-029_cam1,p36-tea-0010,p41-boxing-0021,0.0,0.0,0.0,905.858,905.858,0.0
brics-odroid-029_cam1,p36-tea-0010,p41-plant-0004,0.0,0.0,0.0,905.858,905.858,0.0
brics-odroid-029_cam1,p36-tea-0010,p44-dog-0004,1.7435,0.03321,0.022931,905.858,927.141,21.283
brics-odroid-029_cam1,p41-boxing-0021,p41-plant-0004,0.0,0.0,0.0,905.858,905.858,0.0
brics-odroid-029_cam1,p41-boxing-0021,p44-dog-0004,1.7435,0.03321,0.022931,905.858,927.141,21.283
brics-odroid-029_cam1,p41-plant-0004,p44-dog-0004,1.7435,0.03321,0.022931,905.858,927.141,21.283
brics-odroid-030_cam0,p36-tea-0010,p41-boxing-0021,0.0,0.0,0.0,930.997,930.997,0.0
brics-odroid-030_cam0,p36-tea-0010,p41-plant-0004,0.0,0.0,0.0,930.997,930.997,0.0
brics-odroid-030_cam0,p36-tea-0010,p44-dog-0004,1.8748,0.033084,0.01426,930.997,945.356,14.3588
brics-odroid-030_cam0,p36-tea-0010,p52-instrument-0034,1.1368,0.019452,0.007242,930.997,922.447,8.5497
brics-odroid-030_cam0,p41-boxing-0021,p41-plant-0004,0.0,0.0,0.0,930.997,930.997,0.0
brics-odroid-030_cam0,p41-boxing-0021,p44-dog-0004,1.8748,0.033084,0.01426,930.997,945.356,14.3588
brics-odroid-030_cam0,p41-boxing-0021,p52-instrument-0034,1.1368,0.019452,0.007242,930.997,922.447,8.5497
brics-odroid-030_cam0,p41-plant-0004,p44-dog-0004,1.8748,0.033084,0.01426,930.997,945.356,14.3588
brics-odroid-030_cam0,p41-plant-0004,p52-instrument-0034,1.1368,0.019452,0.007242,930.997,922.447,8.5497
brics-odroid-030_cam0,p44-dog-0004,p52-instrument-0034,2.954,0.052198,0.021412,945.356,922.447,22.9085
brics-odroid-030_cam1,p36-tea-0010,p41-boxing-0021,0.0,0.0,0.0,907.045,907.045,0.0
brics-odroid-030_cam1,p36-tea-0010,p41-plant-0004,0.0,0.0,0.0,907.045,907.045,0.0
brics-odroid-030_cam1,p36-tea-0010,p44-dog-0004,1.4552,0.007999,0.009363,907.045,916.522,9.4764
brics-odroid-030_cam1,p36-tea-0010,p52-instrument-0034,0.6622,0.004919,0.001275,907.045,898.434,8.6115
brics-odroid-030_cam1,p41-boxing-0021,p41-plant-0004,0.0,0.0,0.0,907.045,907.045,0.0
brics-odroid-030_cam1,p41-boxing-0021,p44-dog-0004,1.4552,0.007999,0.009363,907.045,916.522,9.4764
brics-odroid-030_cam1,p41-boxing-0021,p52-instrument-0034,0.6622,0.004919,0.001275,907.045,898.434,8.6115
brics-odroid-030_cam1,p41-plant-0004,p44-dog-0004,1.4552,0.007999,0.009363,907.045,916.522,9.4764
brics-odroid-030_cam1,p41-plant-0004,p52-instrument-0034,0.6622,0.004919,0.001275,907.045,898.434,8.6115
brics-odroid-030_cam1,p44-dog-0004,p52-instrument-0034,1.8254,0.012295,0.009211,916.522,898.434,18.0879
